trip_distance_id,trip_distance
6709,2.25
7428,2.25
7678,2.25
9102,2.25
9748,2.25
10244,2.25
10795,2.25
12100,2.25
12234,2.25
12396,2.25
13075,2.25
13291,2.25
13805,2.25
14273,2.25
14288,2.25
14756,2.25
14804,2.25
15209,2.25
15439,2.25
15477,2.25
15630,2.25
16046,2.25
16829,2.25
16835,2.25
16864,2.25
19171,2.25
19444,2.25
21307,2.25
21960,2.25
22655,2.25
23065,2.25
23610,2.25
23762,2.25
24009,2.25
25567,2.25
26594,2.25
28173,2.25
28278,2.25
29818,2.25
30002,2.25
30296,2.25
30658,2.25
31259,2.25
31263,2.25
31502,2.25
31992,2.25
32164,2.25
32944,2.25
33538,2.25
33835,2.25
34635,2.25
35562,2.25
37341,2.25
38043,2.25
38148,2.25
38490,2.25
39041,2.25
39173,2.25
39775,2.25
40541,2.25
40870,2.25
41135,2.25
41140,2.25
41377,2.25
42338,2.25
42565,2.25
42631,2.25
43235,2.25
43617,2.25
43653,2.25
43973,2.25
45907,2.25
46041,2.25
47304,2.25
47999,2.25
48367,2.25
48386,2.25
48404,2.25
50372,2.25
50418,2.25
50655,2.25
51180,2.25
51480,2.25
51667,2.25
52095,2.25
53174,2.25
53418,2.25
53553,2.25
53674,2.25
54372,2.25
54388,2.25
54568,2.25
54641,2.25
54777,2.25
54916,2.25
55430,2.25
57353,2.25
58221,2.25
58424,2.25
59305,2.25
59379,2.25
60291,2.25
61482,2.25
61774,2.25
64238,2.25
64469,2.25
64587,2.25
64986,2.25
65308,2.25
65908,2.25
67810,2.25
68212,2.25
69169,2.25
70751,2.25
71893,2.25
72535,2.25
75483,2.25
75825,2.25
75856,2.25
76730,2.25
78841,2.25
81894,2.25
82305,2.25
83188,2.25
84799,2.25
85857,2.25
86784,2.25
87027,2.25
88949,2.25
89079,2.25
90530,2.25
91072,2.25
91877,2.25
91883,2.25
93486,2.25
93955,2.25
94154,2.25
94552,2.25
95829,2.25
95984,2.25
97244,2.25
97945,2.25
98691,2.25
99101,2.25
0,2.5
136,2.5
879,2.5
1496,2.5
2840,2.5
2988,2.5
3495,2.5
3567,2.5
3930,2.5
4443,2.5
5698,2.5
5771,2.5
6262,2.5
6793,2.5
7070,2.5
7264,2.5
7515,2.5
8755,2.5
8817,2.5
8885,2.5
9158,2.5
9651,2.5
11579,2.5
11616,2.5
12093,2.5
12624,2.5
13214,2.5
13315,2.5
14118,2.5
16818,2.5
16929,2.5
17613,2.5
17637,2.5
18309,2.5
18800,2.5
19173,2.5
19965,2.5
20986,2.5
21471,2.5
21891,2.5
22102,2.5
22491,2.5
23099,2.5
23552,2.5
24214,2.5
25903,2.5
26111,2.5
26673,2.5
26696,2.5
27116,2.5
27805,2.5
28415,2.5
28606,2.5
29432,2.5
30157,2.5
31384,2.5
31631,2.5
31762,2.5
34054,2.5
35496,2.5
35963,2.5
35990,2.5
36755,2.5
37430,2.5
37549,2.5
38057,2.5
39616,2.5
40763,2.5
41327,2.5
41373,2.5
41931,2.5
42095,2.5
44262,2.5
45191,2.5
45557,2.5
46847,2.5
47092,2.5
47115,2.5
47880,2.5
49553,2.5
50311,2.5
50606,2.5
51039,2.5
51103,2.5
51214,2.5
51512,2.5
51717,2.5
52178,2.5
54075,2.5
54177,2.5
54967,2.5
56250,2.5
56867,2.5
56980,2.5
57472,2.5
57497,2.5
58258,2.5
58877,2.5
60011,2.5
60890,2.5
62207,2.5
62683,2.5
63612,2.5
64705,2.5
64713,2.5
64738,2.5
64797,2.5
64855,2.5
64918,2.5
65023,2.5
65105,2.5
65270,2.5
65843,2.5
65889,2.5
66103,2.5
66200,2.5
66202,2.5
66398,2.5
66541,2.5
66908,2.5
67657,2.5
67817,2.5
68345,2.5
68957,2.5
70171,2.5
70437,2.5
70591,2.5
70749,2.5
70776,2.5
70787,2.5
70905,2.5
71027,2.5
71038,2.5
71166,2.5
71738,2.5
71890,2.5
72061,2.5
72261,2.5
72271,2.5
72632,2.5
72690,2.5
72700,2.5
72761,2.5
72820,2.5
72917,2.5
73207,2.5
73271,2.5
73391,2.5
73469,2.5
73731,2.5
73761,2.5
74026,2.5
74284,2.5
74325,2.5
74360,2.5
74386,2.5
74414,2.5
74723,2.5
74738,2.5
74996,2.5
75464,2.5
75465,2.5
75756,2.5
75784,2.5
75850,2.5
76093,2.5
76244,2.5
76254,2.5
76312,2.5
76407,2.5
77523,2.5
78215,2.5
78603,2.5
79238,2.5
79385,2.5
79456,2.5
79598,2.5
79630,2.5
79633,2.5
79696,2.5
79806,2.5
79938,2.5
80116,2.5
80424,2.5
80592,2.5
80691,2.5
80706,2.5
80718,2.5
80952,2.5
80968,2.5
81132,2.5
81137,2.5
81170,2.5
81202,2.5
81294,2.5
81295,2.5
81367,2.5
81509,2.5
81519,2.5
81624,2.5
81928,2.5
82025,2.5
82083,2.5
82382,2.5
82441,2.5
82692,2.5
82942,2.5
82952,2.5
83036,2.5
83105,2.5
83200,2.5
83326,2.5
83398,2.5
83592,2.5
83643,2.5
83732,2.5
83762,2.5
83802,2.5
83828,2.5
83971,2.5
84001,2.5
84007,2.5
84119,2.5
84387,2.5
84489,2.5
84507,2.5
84508,2.5
84665,2.5
84678,2.5
84714,2.5
84742,2.5
84804,2.5
84932,2.5
84974,2.5
85101,2.5
85210,2.5
85332,2.5
85434,2.5
85450,2.5
85598,2.5
85649,2.5
85655,2.5
85981,2.5
86064,2.5
86175,2.5
86256,2.5
86330,2.5
86349,2.5
86567,2.5
86858,2.5
86928,2.5
86998,2.5
87040,2.5
87076,2.5
87086,2.5
87145,2.5
87167,2.5
87169,2.5
87209,2.5
87296,2.5
87348,2.5
87443,2.5
87572,2.5
87662,2.5
87747,2.5
88083,2.5
88224,2.5
88297,2.5
89089,2.5
89143,2.5
89438,2.5
89574,2.5
89594,2.5
89637,2.5
89851,2.5
89861,2.5
90472,2.5
90521,2.5
90614,2.5
90628,2.5
90701,2.5
90769,2.5
90866,2.5
90919,2.5
90972,2.5
91018,2.5
91185,2.5
91422,2.5
91466,2.5
91471,2.5
91482,2.5
91678,2.5
91847,2.5
91946,2.5
91985,2.5
92048,2.5
92128,2.5
92219,2.5
92558,2.5
92856,2.5
92865,2.5
92932,2.5
93277,2.5
93421,2.5
93491,2.5
93593,2.5
93614,2.5
93690,2.5
93712,2.5
93743,2.5
93884,2.5
93932,2.5
94818,2.5
94847,2.5
94974,2.5
96302,2.5
98265,2.5
99534,2.5
99727,2.5
99926,2.5
549,2.75
776,2.75
1763,2.75
2685,2.75
3003,2.75
3267,2.75
3639,2.75
5454,2.75
6048,2.75
7529,2.75
9525,2.75
11339,2.75
11395,2.75
11422,2.75
12066,2.75
14168,2.75
15465,2.75
15621,2.75
15877,2.75
16417,2.75
16951,2.75
17650,2.75
18108,2.75
18518,2.75
20114,2.75
20458,2.75
21515,2.75
24022,2.75
24972,2.75
28380,2.75
29389,2.75
31729,2.75
33628,2.75
36353,2.75
36511,2.75
38579,2.75
39256,2.75
42044,2.75
43332,2.75
43407,2.75
45372,2.75
46732,2.75
47069,2.75
48209,2.75
50329,2.75
52405,2.75
52910,2.75
53728,2.75
53783,2.75
53991,2.75
54933,2.75
55020,2.75
55247,2.75
55413,2.75
55782,2.75
56251,2.75
57471,2.75
57584,2.75
58887,2.75
59252,2.75
60266,2.75
61208,2.75
63044,2.75
64494,2.75
64538,2.75
65731,2.75
67116,2.75
67747,2.75
69019,2.75
69077,2.75
70213,2.75
74482,2.75
75180,2.75
76265,2.75
78471,2.75
78897,2.75
81489,2.75
82112,2.75
82668,2.75
84314,2.75
84351,2.75
85117,2.75
86050,2.75
87928,2.75
88900,2.75
93959,2.75
95132,2.75
96265,2.75
96487,2.75
96693,2.75
97653,2.75
98056,2.75
98234,2.75
98261,2.75
98804,2.75
99057,2.75
2159,3
2561,3
3365,3
3697,3
3748,3
4219,3
5898,3
5935,3
5947,3
6010,3
6870,3
10089,3
10295,3
10759,3
11399,3
13297,3
14688,3
14991,3
15097,3
15428,3
15816,3
16403,3
18230,3
18260,3
18826,3
20938,3
23824,3
25517,3
27049,3
28187,3
28374,3
28513,3
28600,3
29077,3
29128,3
30487,3
31094,3
31123,3
32366,3
33209,3
34691,3
34847,3
34932,3
35835,3
36565,3
38926,3
39142,3
39807,3
40543,3
40642,3
41052,3
41735,3
43307,3
43527,3
43914,3
46769,3
46821,3
48709,3
49468,3
50998,3
54960,3
55302,3
55399,3
56695,3
58130,3
60199,3
61863,3
62445,3
64144,3
64201,3
64236,3
64852,3
64857,3
65047,3
65220,3
65325,3
65369,3
65683,3
65691,3
65777,3
66212,3
66406,3
67929,3
68546,3
70067,3
70564,3
70685,3
70891,3
70931,3
70963,3
70979,3
71189,3
71194,3
71342,3
71464,3
71544,3
71585,3
72059,3
72125,3
72135,3
72136,3
72565,3
72867,3
73170,3
73426,3
73536,3
73567,3
73652,3
73750,3
73887,3
73944,3
73989,3
74109,3
74290,3
74511,3
74736,3
74739,3
75219,3
75581,3
75718,3
75789,3
75881,3
76059,3
76068,3
76523,3
77123,3
79267,3
79435,3
79446,3
79460,3
79579,3
79826,3
79830,3
79875,3
80011,3
80030,3
80133,3
80310,3
80433,3
80663,3
80939,3
81011,3
81017,3
81089,3
81476,3
81532,3
81785,3
81965,3
82107,3
82234,3
82266,3
82396,3
82416,3
82730,3
82816,3
82836,3
82981,3
83067,3
83172,3
83269,3
83341,3
83366,3
83521,3
83600,3
83666,3
84034,3
84223,3
84352,3
84624,3
84691,3
84769,3
84825,3
84894,3
84906,3
85030,3
85125,3
85166,3
85258,3
85405,3
85423,3
85529,3
86154,3
86214,3
86305,3
86317,3
86461,3
86584,3
86859,3
87039,3
87700,3
88172,3
88173,3
88400,3
88693,3
88810,3
89021,3
89086,3
89194,3
89443,3
89745,3
89827,3
90016,3
90017,3
90122,3
90200,3
90208,3
90217,3
90532,3
90747,3
90812,3
90924,3
90985,3
91128,3
91172,3
91465,3
91663,3
92072,3
92336,3
92693,3
92748,3
93056,3
93143,3
93653,3
93699,3
95241,3
95932,3
96515,3
96891,3
97304,3
99246,3
99396,3
99680,3
99800,3
99802,3
99920,3
97,3.25
773,3.25
6334,3.25
6660,3.25
6766,3.25
8053,3.25
8055,3.25
9230,3.25
11368,3.25
11935,3.25
12153,3.25
16103,3.25
18283,3.25
18293,3.25
19413,3.25
19596,3.25
20574,3.25
23428,3.25
33677,3.25
33808,3.25
35325,3.25
39552,3.25
41777,3.25
44043,3.25
45323,3.25
45618,3.25
45784,3.25
46322,3.25
46828,3.25
47120,3.25
48493,3.25
48927,3.25
51308,3.25
51930,3.25
52861,3.25
52971,3.25
53014,3.25
55270,3.25
57203,3.25
57775,3.25
57821,3.25
58896,3.25
59700,3.25
63034,3.25
63718,3.25
67003,3.25
69021,3.25
69184,3.25
69194,3.25
70141,3.25
73880,3.25
74101,3.25
80073,3.25
80683,3.25
81369,3.25
84758,3.25
88171,3.25
88690,3.25
92432,3.25
94276,3.25
97074,3.25
97588,3.25
25,3.5
366,3.5
629,3.5
3338,3.5
3649,3.5
4989,3.5
5089,3.5
5493,3.5
5799,3.5
11875,3.5
12673,3.5
13354,3.5
18970,3.5
19503,3.5
20722,3.5
20984,3.5
23533,3.5
23714,3.5
24013,3.5
26841,3.5
27760,3.5
28848,3.5
29068,3.5
30302,3.5
30898,3.5
34936,3.5
38642,3.5
41404,3.5
41442,3.5
42730,3.5
43545,3.5
45797,3.5
45976,3.5
46727,3.5
48312,3.5
48799,3.5
49596,3.5
51115,3.5
54482,3.5
56607,3.5
61128,3.5
64250,3.5
64936,3.5
65727,3.5
66051,3.5
66179,3.5
66329,3.5
66618,3.5
67211,3.5
67354,3.5
68161,3.5
70534,3.5
70613,3.5
71136,3.5
71296,3.5
71337,3.5
71469,3.5
71595,3.5
71614,3.5
71730,3.5
71781,3.5
71943,3.5
72022,3.5
72421,3.5
72887,3.5
72916,3.5
73552,3.5
73617,3.5
73919,3.5
74091,3.5
74833,3.5
75019,3.5
75074,3.5
75130,3.5
75193,3.5
75301,3.5
75345,3.5
75427,3.5
75434,3.5
75501,3.5
75746,3.5
75876,3.5
75898,3.5
75931,3.5
75969,3.5
76222,3.5
79172,3.5
79241,3.5
79397,3.5
79413,3.5
79464,3.5
79567,3.5
80029,3.5
80236,3.5
80303,3.5
80326,3.5
80498,3.5
80501,3.5
80671,3.5
80702,3.5
81664,3.5
82253,3.5
82287,3.5
82313,3.5
82420,3.5
82629,3.5
82634,3.5
82919,3.5
82965,3.5
83030,3.5
83276,3.5
83352,3.5
83465,3.5
83654,3.5
83771,3.5
83941,3.5
83979,3.5
84125,3.5
84268,3.5
84474,3.5
85132,3.5
85144,3.5
85305,3.5
85390,3.5
85412,3.5
85489,3.5
85500,3.5
85748,3.5
86015,3.5
86105,3.5
86372,3.5
86468,3.5
86490,3.5
86542,3.5
86787,3.5
86805,3.5
86931,3.5
86947,3.5
87211,3.5
87265,3.5
87686,3.5
87813,3.5
87900,3.5
88000,3.5
88410,3.5
88702,3.5
88854,3.5
88884,3.5
88906,3.5
88950,3.5
89233,3.5
89872,3.5
89886,3.5
89995,3.5
90231,3.5
90440,3.5
90444,3.5
90552,3.5
90613,3.5
90694,3.5
91101,3.5
91410,3.5
92020,3.5
92311,3.5
92402,3.5
92459,3.5
92659,3.5
93149,3.5
93195,3.5
93347,3.5
93426,3.5
93521,3.5
93635,3.5
93652,3.5
93717,3.5
93849,3.5
93894,3.5
94105,3.5
95477,3.5
96725,3.5
99721,3.5
3937,3.75
4005,3.75
4099,3.75
4558,3.75
5640,3.75
6322,3.75
6522,3.75
11681,3.75
17889,3.75
26172,3.75
26348,3.75
29215,3.75
29533,3.75
32385,3.75
32682,3.75
37264,3.75
38240,3.75
40255,3.75
41620,3.75
41679,3.75
42015,3.75
47011,3.75
47417,3.75
47931,3.75
50124,3.75
51617,3.75
55921,3.75
56110,3.75
56761,3.75
57144,3.75
58624,3.75
60206,3.75
67661,3.75
68213,3.75
69180,3.75
70429,3.75
70582,3.75
72718,3.75
75363,3.75
75536,3.75
75934,3.75
78421,3.75
81799,3.75
84102,3.75
84464,3.75
88869,3.75
97201,3.75
99438,3.75
99678,3.75
662,4
1240,4
3212,4
4844,4
5142,4
6594,4
10838,4
10905,4
11726,4
12109,4
13126,4
33146,4
35009,4
35207,4
36104,4
44769,4
49551,4
49671,4
58483,4
63008,4
63080,4
64811,4
65009,4
65318,4
65443,4
65678,4
65738,4
65962,4
66111,4
66119,4
70610,4
70876,4
71223,4
71772,4
71775,4
71858,4
72045,4
72925,4
73085,4
73359,4
73438,4
73627,4
73655,4
73743,4
73995,4
74234,4
74742,4
75385,4
75514,4
75544,4
75658,4
75736,4
75861,4
75871,4
76121,4
76215,4
77814,4
79216,4
79293,4
79344,4
79439,4
79449,4
79608,4
79694,4
79863,4
80105,4
80525,4
80536,4
81380,4
81480,4
81529,4
81666,4
81744,4
81941,4
82029,4
82493,4
82762,4
82982,4
83412,4
83937,4
84023,4
84502,4
84628,4
84698,4
84981,4
85079,4
85248,4
85321,4
85527,4
85594,4
85614,4
85711,4
85915,4
86081,4
86127,4
86398,4
86440,4
86498,4
86648,4
86827,4
87063,4
87333,4
87600,4
87703,4
87758,4
87797,4
88175,4
88185,4
88280,4
88447,4
88877,4
88880,4
89076,4
89323,4
89376,4
89555,4
89605,4
90071,4
90601,4
90942,4
91050,4
92450,4
92549,4
93001,4
93704,4
93764,4
93976,4
96006,4
96954,4
97510,4
98119,4
99640,4
99936,4
5338,4.25
5939,4.25
6541,4.25
10238,4.25
15553,4.25
15689,4.25
26658,4.25
28369,4.25
33358,4.25
33433,4.25
36122,4.25
38012,4.25
40375,4.25
40722,4.25
42637,4.25
42846,4.25
55450,4.25
56069,4.25
58170,4.25
58308,4.25
60456,4.25
68052,4.25
76857,4.25
77838,4.25
78333,4.25
81114,4.25
87857,4.25
88312,4.25
89382,4.25
95068,4.25
98841,4.25
2650,4.5
7640,4.5
11906,4.5
12508,4.5
15963,4.5
17358,4.5
19277,4.5
21330,4.5
21432,4.5
26061,4.5
28018,4.5
30005,4.5
31394,4.5
36805,4.5
38304,4.5
41347,4.5
50961,4.5
50999,4.5
52125,4.5
59585,4.5
62904,4.5
64873,4.5
64898,4.5
64970,4.5
65042,4.5
65660,4.5
65992,4.5
66149,4.5
66342,4.5
71884,4.5
72734,4.5
72769,4.5
72950,4.5
73089,4.5
73354,4.5
73613,4.5
73867,4.5
74361,4.5
74591,4.5
75245,4.5
75277,4.5
75512,4.5
76004,4.5
76116,4.5
76130,4.5
76295,4.5
77128,4.5
79168,4.5
79365,4.5
79552,4.5
79987,4.5
80579,4.5
80721,4.5
80803,4.5
80811,4.5
81076,4.5
81285,4.5
81308,4.5
81310,4.5
81521,4.5
81690,4.5
82051,4.5
82312,4.5
82360,4.5
82470,4.5
82490,4.5
83217,4.5
83311,4.5
83658,4.5
83958,4.5
83982,4.5
84120,4.5
84449,4.5
84610,4.5
85289,4.5
85992,4.5
86762,4.5
86822,4.5
86933,4.5
87138,4.5
87253,4.5
87623,4.5
87694,4.5
87709,4.5
87726,4.5
88081,4.5
88625,4.5
89270,4.5
89780,4.5
89901,4.5
89941,4.5
90169,4.5
90194,4.5
90365,4.5
90386,4.5
90988,4.5
93188,4.5
93322,4.5
93386,4.5
93400,4.5
93776,4.5
453,4.75
1179,4.75
2065,4.75
4457,4.75
5042,4.75
9483,4.75
12024,4.75
12841,4.75
13318,4.75
19463,4.75
22512,4.75
25271,4.75
29234,4.75
33430,4.75
33511,4.75
34980,4.75
39176,4.75
39244,4.75
41942,4.75
43041,4.75
43642,4.75
47180,4.75
58531,4.75
63006,4.75
65103,4.75
67805,4.75
74358,4.75
